epoch_idx,k,n_collected,decode_success,c,delta,trial,seed
0,9854,596,0,0.1,0.05,49,random
0,9854,597,0,0.1,0.05,49,random
0,9854,598,0,0.1,0.05,49,random
0,9854,599,0,0.1,0.05,49,random
0,9854,600,0,0.1,0.05,49,random
0,9854,601,0,0.1,0.05,49,random
0,9854,602,0,0.1,0.05,49,random
0,9854,603,0,0.1,0.05,49,random
0,9854,604,0,0.1,0.05,49,random
0,9854,605,0,0.1,0.05,49,random
0,9854,606,0,0.1,0.05,49,random
0,9854,607,0,0.1,0.05,49,random
0,9854,608,0,0.1,0.05,49,random
0,9854,609,0,0.1,0.05,49,random
0,9854,610,0,0.1,0.05,49,random
0,9854,611,0,0.1,0.05,49,random
0,9854,612,0,0.1,0.05,49,random
0,9854,613,0,0.1,0.05,49,random
0,9854,614,0,0.1,0.05,49,random
0,9854,615,0,0.1,0.05,49,random
0,9854,616,0,0.1,0.05,49,random
0,9854,617,0,0.1,0.05,49,random
0,9854,618,0,0.1,0.05,49,random
0,9854,619,0,0.1,0.05,49,random
0,9854,620,0,0.1,0.05,49,random
0,9854,621,0,0.1,0.05,49,random
0,9854,622,0,0.1,0.05,49,random
0,9854,623,0,0.1,0.05,49,random
0,9854,624,0,0.1,0.05,49,random
0,9854,625,0,0.1,0.05,49,random
0,9854,626,0,0.1,0.05,49,random
0,9854,627,0,0.1,0.05,49,random
0,9854,628,0,0.1,0.05,49,random
0,9854,629,0,0.1,0.05,49,random
0,9854,630,0,0.1,0.05,49,random
0,9854,631,0,0.1,0.05,49,random
0,9854,632,0,0.1,0.05,49,random
0,9854,633,0,0.1,0.05,49,random
0,9854,634,0,0.1,0.05,49,random
0,9854,635,0,0.1,0.05,49,random
0,9854,636,0,0.1,0.05,49,random
0,9854,637,0,0.1,0.05,49,random
0,9854,638,0,0.1,0.05,49,random
0,9854,639,0,0.1,0.05,49,random
0,9854,640,0,0.1,0.05,49,random
0,9854,641,0,0.1,0.05,49,random
0,9854,642,0,0.1,0.05,49,random
0,9854,643,0,0.1,0.05,49,random
0,9854,644,0,0.1,0.05,49,random
0,9854,645,0,0.1,0.05,49,random
0,9854,646,0,0.1,0.05,49,random
0,9854,647,0,0.1,0.05,49,random
0,9854,648,0,0.1,0.05,49,random
0,9854,649,0,0.1,0.05,49,random
0,9854,650,0,0.1,0.05,49,random
0,9854,651,0,0.1,0.05,49,random
0,9854,652,0,0.1,0.05,49,random
0,9854,653,0,0.1,0.05,49,random
0,9854,654,0,0.1,0.05,49,random
0,9854,655,0,0.1,0.05,49,random
0,9854,656,0,0.1,0.05,49,random
0,9854,657,0,0.1,0.05,49,random
